coin,symbol,current_price,1h,24h,7d,30d,24h_volume,circulating_supply,total_supply,market_cap,is_outlier
ARPA,ARPA,0.05,0.003,-0.052000000000000005,-0.045,0.128,33193811.0,982174603.0,2000000000,47316066.0,False
FLEX Coin,FLEX,0.47,0.0,-0.011000000000000001,-0.019,0.141,43602.0,98664939.0,98700000,46428616.0,True
Shentu,CTK,0.47,0.006,-0.022000000000000002,-0.08900000000000001,0.068,3086817.0,100465682.0,127000000,46966268.0,True
Dero,DERO,3.68,0.001,-0.016,-0.055999999999999994,0.284,17961.0,12677351.0,18400000,46902332.0,True
Meter Governance,MTRG,2.15,0.008,-0.063,0.013999999999999999,0.368,245262.0,21810924.0,45500000,46852243.0,True
TempleDAO,TEMPLE,1.09,0.0,0.01,-0.004,0.018000000000000002,90743.0,45002239.0,39500000,64882493.0,True
Tectonic,TONIC,0.11,-0.008,0.005,0.021,0.294,303414.0,246714945680322.0,327000000,46431197.0,False
Arc,ARC,0.06,0.013000000000000001,0.11199999999999999,0.248,1.385,1288263.0,835796619.0,995000000,46102804.0,False
Goldfinch,GFI,0.75,0.013999999999999999,0.05,0.3,0.897,507629.0,61117727.0,114000000,45984705.0,True
DFUK,DFUK,2.92,0.0,-0.011000000000000001,-0.019,0.141,43602.0,21000000.0,21000000,61247664.0,True
CoW Protocol,COW,0.27,0.006,0.044000000000000004,0.344,3.344,318362.0,168950429.0,1000000000,45798935.0,False
Alien Worlds,TLM,0.01,-0.001,-0.052000000000000005,-0.10099999999999999,0.18600000000000003,6557990.0,3758747731.0,6190000000,45749721.0,False
Morpheus Network,MNW,1.22,0.004,-0.006999999999999999,-0.11,0.102,412358.0,37520088.0,47900000,45556293.0,True
UFO Gaming,UFO,0.11,-0.005,0.018000000000000002,0.141,0.9,1602977.0,25757575757575.0,327000000,45498418.0,False
Real USD,USDR,0.53,0.001,-0.002,0.002,-0.07200000000000001,33047.0,45207233.0,45200000,55872358.0,True
World$tateCoin,W$C,0.05,0.033,0.006999999999999999,-0.011000000000000001,-0.20800000000000002,179973.0,927499686.0,995000000,44914089.0,False
sUSD,SUSD,0.99,0.002,-0.009000000000000001,-0.005,-0.005,7082886.0,45226902.0,45200000,44900884.0,True
Dopex Rebate,RDPX,33.3,0.01,0.08800000000000001,0.079,0.217,105554.0,1346594.0,2100000,44800644.0,True
Kin,KIN,0.11,-0.001,-0.055,0.135,0.382,308955.0,2935736173367.0,327000000,44739462.0,False
KILT Protocol,KILT,0.34,0.002,0.016,-0.20199999999999999,0.45399999999999996,109943.0,129683121.0,161000000,44574099.0,True
Unibot,UNIBOT,44.17,0.001,-0.048,-0.12300000000000001,-0.31,12754233.0,1000000.0,1000000,44185440.0,True
Bficoin,BFIC,23.2,0.006,0.124,0.623,0.493,607498.0,1889774.0,21000000,43841140.0,True
Evmos,EVMOS,0.08,0.001,-0.033,-0.04,0.436,1061067.0,576076249.0,1000000000,43655472.0,False
Sologenic,SOLO,0.11,0.0,-0.015,-0.062,-0.005,2258296.0,399198717.0,399000000,43488325.0,False
LooksRare,LOOKS,0.08,0.046,0.098,0.01,0.33799999999999997,3599691.0,544846570.0,997000000,43400928.0,False
Axion,AXN,0.11,0.0,-0.006,-0.122,0.5,218.0,0.0,327000000,23677349.0,False
MUX Protocol,MCB,11.4,-0.004,0.001,0.049,0.122,199498.0,3803143.0,4800000,43353326.0,True
Saitama,SAITAMA,0.11,0.001,-0.004,0.049,-0.166,690613.0,44802593111.0,44800000000,43310082.0,False
Star Atlas,ATLAS,0.11,-0.006,-0.019,-0.068,0.711,1443290.0,14371629460.0,36000000000,43273730.0,False
Redacted,BTRFLY,180.41,-0.001,0.109,0.061,0.669,210967.0,238911.0,327000000,43099766.0,True
PLAYA3ULL GAMES,3ULL,0.01,-0.008,0.191,1.266,11.386,2794081.0,6727850516.0,7320000000,42866355.0,False
Perpetual Protocol,PERP,0.59,0.005,-0.027999999999999997,-0.1,0.084,5844715.0,72609864.0,150000000,42865230.0,True
SuperRare,RARE,0.07,0.009000000000000001,-0.059000000000000004,0.019,0.20800000000000002,9239110.0,644800779.0,1000000000,42659716.0,False
A Hunters Dream,CAW,0.11,0.004,0.005,-0.159,0.10300000000000001,1671632.0,636666666666667.0,327000000,42293355.0,False
Voyager VGX,VGX,0.14,0.004,0.01,0.061,0.248,29202655.0,293837084.0,294000000,42266647.0,False
Litentry,LIT,0.89,0.013999999999999999,0.012,0.099,0.371,10771294.0,46975262.0,100000000,41935835.0,True
Myria,MYRIA,0.11,0.009000000000000001,0.115,0.031,1.554,1745045.0,8787114230.0,50000000000,41902521.0,False
Velas,VLX,0.02,0.001,-0.04,0.008,1.31,889940.0,2525445015.0,2530000000,41608867.0,False
Sommelier,SOMM,0.17,0.002,0.003,0.128,0.434,89351.0,249643969.0,500000000,41525038.0,False
UXD Protocol,UXP,0.01,0.016,-0.027000000000000003,0.013999999999999999,0.099,10201.0,3995967598.0,7000000000,41520180.0,False
IDEX,IDEX,0.05,0.006999999999999999,-0.038,-0.081,0.142,4748186.0,790936389.0,1000000000,41456414.0,False
Uquid Coin,UQC,4.14,0.002,-0.037000000000000005,-0.083,0.248,15779.0,10000000.0,40000000,41390186.0,True
Orchid Protocol,OXT,0.07,0.003,-0.077,-0.048,0.11,7143199.0,591544729.0,1000000000,41366824.0,False
Nexa,NEXA,0.11,0.008,0.252,0.621,1.405,2359665.0,4117370000000.0,327000000,41290629.0,False
Flamingo Finance,FLM,0.08,0.004,-0.038,-0.102,0.045,3351558.0,535479448.0,535000000,41262893.0,False
Mdex (HECO),MDX,0.04,0.015,-0.036000000000000004,-0.055999999999999994,0.051,353146.0,950246687.0,1060000000,41221385.0,False
GuildFi,GF,0.09,0.005,0.0,0.121,0.9390000000000001,2385123.0,475227166.0,1000000000,41114512.0,False
ALEX Lab,ALEX,0.06,-0.006,0.049,0.146,0.235,1149342.0,638100028.0,638000000,40978452.0,False
Concordium,CCD,0.01,-0.008,-0.02,-0.031,-0.004,204218.0,7796200036.0,12600000000,40238660.0,False
Wanchain,WAN,0.2,0.0,-0.006,-0.039,0.135,1095991.0,197343564.0,210000000,40156149.0,False
Aavegotchi,GHST,0.79,0.006,-0.027999999999999997,-0.092,-0.005,1970244.0,51157239.0,52700000,40156513.0,True
Victoria VR,VR,0.01,0.005,-0.07,0.015,0.255,689470.0,5108261393.0,16800000000,40015370.0,False
Marinade,MNDE,0.17,0.0,-0.085,-0.153,2.762,639933.0,239023408.0,1000000000,39805511.0,False
COMBO,COMBO,0.56,0.002,-0.065,-0.18100000000000002,0.027999999999999997,3656446.0,71051748.0,100000000,39805634.0,True
Altura,ALU,0.06,-0.012,-0.06,-0.171,0.722,1109784.0,719755021.0,990000000,39595361.0,False
MicrovisionChain,SPACE,20.63,0.001,0.132,0.39,1.561,2192225.0,1914973.0,21000000,39506594.0,True
Euro Tether,EURT,1.09,0.0,-0.01,0.002,0.021,2006447.0,36387340.0,400000000,39411002.0,True
Alpha Quark,AQT,1.49,0.015,-0.021,-0.036000000000000004,0.289,3799643.0,26640785.0,30000000,39399290.0,True
Aura Finance,AURA,1.0,-0.002,-0.003,-0.019,0.22399999999999998,137381.0,39248833.0,67000000,39209542.0,True
XCAD Network,XCAD,0.92,-0.002,-0.04,0.151,0.306,2717879.0,42821728.0,199000000,39186512.0,True
Multichain,MULTI,2.02,0.001,-0.054000000000000006,-0.086,-0.046,2979982.0,19363293.0,100000000,39113829.0,True
peg-eUSD,PEUSD,0.96,-0.001,-0.005,-0.005,0.016,34585.0,40646802.0,40600000,38906098.0,True
AscendEx,ASD,0.05,0.002,-0.019,0.01,-0.035,1547979.0,742983478.0,743000000,38901169.0,False
Destablecoin HAY,HAY,1.0,0.001,-0.013999999999999999,-0.002,-0.004,3596769.0,39044364.0,39200000,38891766.0,True
BakerySwap,BAKE,0.13,0.002,-0.086,-0.13699999999999998,0.047,14598127.0,288705145.0,277000000,38773132.0,False
TriasLab,TRIAS,3.86,0.003,0.003,-0.078,0.18,1313533.0,9980937.0,10000000,38544005.0,True
Magic Internet Money,MIM,0.99,0.011000000000000001,-0.016,-0.006999999999999999,-0.01,337447.0,38963572.0,163000000,38526221.0,True
Mossland,MOC,0.09,-0.002,-0.064,-0.10400000000000001,0.166,4380109.0,404489688.0,500000000,38397234.0,False
DFI.money,YFII,966.18,-0.001,-0.022000000000000002,-0.01,0.887,9061413.0,39732.0,327000000,38371658.0,True
Aurora,AURORA,0.1,0.006999999999999999,-0.017,0.045,1.018,916759.0,383630786.0,1000000000,38062455.0,False
LIF3 (OLD),LIF3,0.01,0.006,0.017,-0.075,0.183,536950.0,2575866293.0,8890000000,37526999.0,False
Snowbank,SB,234.33,0.0,-0.011000000000000001,-0.019,0.141,43602.0,159640.0,327000000,37408432.0,True
Sentinel Protocol,UPP,0.08,0.002,-0.016,-0.113,0.11,2595477.0,491736120.0,500000000,37428753.0,False
Ecoin,ECOIN,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,461121735617.0,327000000,36949313.0,False
Celo Dollar,CUSD,0.99,0.009000000000000001,-0.022000000000000002,-0.004,-0.004,207538.0,37118395.0,37100000,37029742.0,True
CEEK Smart VR,CEEK,0.04,0.008,-0.02,-0.147,0.079,6532388.0,830725361.0,1000000000,37030451.0,False
HyperCash,HC,0.08,-0.002,0.023,0.027000000000000003,0.434,179576.0,0.0,84000000,28123266.0,False
Automata,ATA,0.08,0.0,-0.049,-0.11,0.094,1726168.0,434909086.0,1000000000,36766949.0,False
0x Protocol,ZRX,0.39,-0.005,0.003,-0.27399999999999997,0.8009999999999999,55447475.0,92825000.0,1200000000,36529946.0,True
PlatON Network,LAT,0.01,0.0,-0.026000000000000002,-0.001,0.11,1102832.0,4634171266.0,10300000000,36526724.0,False
Image Generation AI,IMGNAI,0.05,-0.004,0.040999999999999995,0.35,1.219,539471.0,777193333.0,1000000000,36356564.0,False
DOLA,DOLA,1.03,0.013000000000000001,0.027999999999999997,0.03,0.032,150731.0,35393969.0,47200000,36226006.0,True
Polkastarter,POLS,0.36,0.008,0.002,0.013999999999999999,0.263,1951303.0,99351432.0,100000000,36064111.0,True
NuNet,NTX,0.06,0.0,-0.005,0.013000000000000001,0.8240000000000001,148634.0,569910312.0,1000000000,36039408.0,False
LeverFi,LEVER,0.11,0.008,-0.035,-0.102,0.005,7612390.0,28652876014.0,35000000000,35963670.0,False
Clash of Lilliput,COL,0.44,0.005,-0.013000000000000001,0.01,-0.052000000000000005,56776.0,82074400.0,1000000000,35907197.0,True
Bean,BEAN,0.97,0.004,-0.018000000000000002,0.027999999999999997,-0.023,12296.0,36901601.0,36900000,35718669.0,True
Guild of Guardians,GOG,0.07,-0.002,-0.03,-0.10099999999999999,0.217,266047.0,498243003.0,1000000000,35518712.0,False
xSUSHI,XSUSHI,1.43,0.008,0.012,0.051,0.843,45947.0,24762739.0,24800000,35486434.0,True
Klever,KLV,0.11,0.006999999999999999,-0.040999999999999995,-0.14300000000000002,0.087,82454.0,9026655587.0,9030000000,35246748.0,False
Xido Finance,XIDO,1.24,0.0,-0.045,-0.027999999999999997,-0.198,18829.0,28314464.0,100000000,35060569.0,True
Aura BAL,AURABAL,9.89,0.0,0.027000000000000003,-0.066,0.10400000000000001,6015.0,3529856.0,3530000,34922035.0,True
Phoenix,PHB,0.76,0.011000000000000001,-0.022000000000000002,0.049,0.299,8098099.0,46071392.0,46100000,34888295.0,True
Zenon,ZNN,3.35,-0.009000000000000001,0.32299999999999995,4.48,3.682,542433.0,10378024.0,10400000,34782563.0,True
Telos,TLOS,0.09,0.0,-0.042,0.13,0.442,1016328.0,367749756.0,355000000,34656987.0,False
Reef,REEF,0.11,0.005,-0.042,-0.09300000000000001,0.149,20112922.0,22821409581.0,22800000000,34571246.0,False
Wall Street Memes,WSM,0.02,0.0,-0.081,-0.171,-0.374,28483878.0,1811139429.0,2000000000,34460393.0,False
BarnBridge,BOND,3.61,0.0,-0.06,-0.16,-0.047,7281910.0,9526214.0,10000000,34355398.0,True
Keep3rV1,KP3R,69.44,0.001,-0.025,-0.027000000000000003,0.48200000000000004,7804911.0,493762.0,327000000,34295662.0,True
AhaToken,AHT,0.01,-0.002,-0.039,-0.083,0.086,3514398.0,4424036536.0,7770000000,34212076.0,False
Stride Staked Atom,STATOM,10.77,0.006,-0.001,-0.067,0.322,14971808.0,3160112.0,3160000,34044207.0,True
JUNO,JUNO,0.43,-0.012,-0.06,-0.24600000000000002,1.734,244217.0,79509431.0,106000000,33938988.0,True
Fulcrom,FUL,0.02,-0.004,0.01,-0.12,1.003,37967.0,1859559179.0,20000000000,33756539.0,False
Solend,SLND,0.91,0.015,-0.015,-0.019,0.835,80964.0,37120572.0,100000000,33688603.0,True
Bella Protocol,BEL,0.57,0.008,-0.07200000000000001,-0.125,0.025,4632100.0,59500000.0,100000000,33687291.0,True
Osaka Protocol,OSAK,0.11,-0.001,-0.027999999999999997,0.342,0.276,40351.0,761500000000000.0,327000000,33511484.0,False
Refinable,FINE,0.11,0.001,-0.05,-0.06,0.519,98787.0,0.0,500000000,27281351.0,False
Zano,ZANO,2.4,0.012,0.081,1.507,1.578,54915.0,13994615.0,327000000,33196112.0,True
DeGate,DG,0.11,0.0,-0.02,-0.018000000000000002,-0.065,83.93,292747740.0,1000000000,33175121.0,False
Komodo,KMD,0.24,-0.004,-0.043,-0.043,0.085,1358265.0,139054317.0,200000000,33028642.0,False
DeRace,DERC,0.29,-0.006,-0.013999999999999999,0.256,0.855,436664.0,112920000.0,120000000,32868166.0,False
T-mac DAO,TMG,18.76,-0.001,-0.006,-0.024,-0.002,4155.0,1750000.0,1000000000,32830907.0,True
H2O Dao,H2O,0.15,0.002,-0.017,0.009000000000000001,0.182,403879.0,225062277.0,1000000000,32800165.0,False
Zebec Protocol,ZBC,0.01,-0.006999999999999999,0.046,0.095,0.302,12333295.0,3640485956.0,10000000000,32679059.0,False
Dione,DIONE,0.11,0.002,0.087,-0.01,0.276,1102657.0,9430064280.0,9890000000,32624986.0,False
GHO,GHO,0.96,0.001,0.0,-0.002,-0.013000000000000001,4490919.0,33924824.0,34200000,32424700.0,True
Vaiot,VAI,0.11,-0.01,-0.009000000000000001,-0.07200000000000001,1.103,1326815.0,295857918.0,400000000,32040737.0,False
Alchemix,ALCX,15.76,0.011000000000000001,-0.018000000000000002,0.006999999999999999,0.239,4084339.0,2026995.0,2780000,31937492.0,True
Doge Killer,LEASH,296.74,0.006999999999999999,0.008,-0.071,0.013000000000000001,1435595.0,107526.0,327000000,31914357.0,True
BENQI,QI,0.01,-0.004,-0.035,0.006,0.45899999999999996,2790400.0,4202709176.0,7200000000,31738247.0,False
dForce USD,USX,0.99,-0.002,-0.002,-0.003,-0.105,171810.0,31797479.0,162000000,31635641.0,True
sETH,SETH,2023.07,0.004,0.017,0.006999999999999999,0.20600000000000002,686734.0,15592.0,327000000,31544270.0,True
Ethernity Chain,ERN,1.6,-0.001,-0.043,-0.067,0.081,2166353.0,19633262.0,30000000,31476141.0,True
STFX,STFX,0.07,0.001,0.018000000000000002,0.084,1.198,47350.0,431350043.0,990000000,31468305.0,False
IRISnet,IRIS,0.02,0.011000000000000001,-0.013999999999999999,-0.075,0.086,738122.0,1550895659.0,1990000000,31200906.0,False
Ternoa,CAPS,0.02,0.0,-0.10099999999999999,0.297,0.525,667365.0,1369248124.0,2500000000,30902891.0,False
Niza Global,NIZA,0.01,0.015,0.233,0.34,1.5390000000000001,3977295.0,2391904659.0,8750000000,30765759.0,False
Quickswap [OLD],QUICK,50.22,-0.004,-0.012,-0.08199999999999999,0.141,19747.0,607000.0,1000000,30651059.0,True
StarLink,STARL,0.11,0.017,0.009000000000000001,-0.17800000000000002,-0.301,4210527.0,9979143984086.0,327000000,30651239.0,False
SelfKey,KEY,0.01,0.005,-0.035,-0.099,-0.154,3909788.0,5999999954.0,6000000000,30634673.0,False
ROACORE,ROA,0.27,-0.017,-0.038,-0.256,-0.026000000000000002,177356493.0,115046731.0,950000000,30612294.0,False
Measurable Data,MDT,0.05,0.006999999999999999,0.047,0.049,0.23399999999999999,10672090.0,606319736.0,1000000000,30587841.0,False
Phoenix Global [OLD],PHB,0.01,0.0,-0.11800000000000001,-0.063,0.004,10.13,3386665894.0,3390000000,30494381.0,False
Biswap,BSW,0.08,0.006999999999999999,-0.11199999999999999,-0.023,0.327,18245882.0,373032214.0,435000000,30307507.0,False
PIVX,PIVX,0.39,0.013000000000000001,0.09300000000000001,-0.183,0.971,8885613.0,78140399.0,78200000,30306609.0,True
Banana Gun,BANANA,12.54,-0.018000000000000002,0.046,-0.168,1.112,750013.0,2400000.0,10000000,30120935.0,True
Beefy,BIFI,374.92,-0.003,-0.026000000000000002,-0.035,0.065,1046998.0,80000.0,327000000,29987770.0,True
DIA,DIA,0.27,0.001,-0.061,-0.081,0.11800000000000001,4164740.0,110617604.0,169000000,29925942.0,False
ChainGPT,CGPT,0.1,0.004,0.054000000000000006,0.991,1.265,10210651.0,304833136.0,999000000,29679629.0,False
Bit2Me,B2M,0.01,0.004,0.009000000000000001,-0.061,-0.034,53861.0,4843060000.0,5000000000,29548248.0,False
StakeWise,SWISE,0.09,-0.001,0.035,0.22699999999999998,0.514,107158.0,323616482.0,1000000000,29534153.0,False
Quickswap,QUICK,0.05,0.002,-0.026000000000000002,-0.109,0.177,2304938.0,607000000.0,890000000,29466289.0,False
TokenFi,TOKEN,0.03,0.006,-0.032,-0.276,0.141,4929056.0,1167085423.0,10000000000,29431695.0,False
BitMEX,BMEX,0.29,0.0,-0.02,-0.086,0.038,47687.0,99750000.0,450000000,29417723.0,False
Rally,RLY,0.01,0.002,-0.001,-0.038,0.005,660964.0,5011892646.0,15000000000,29405089.0,False
Ampleforth Governance,FORTH,3.04,0.002,-0.025,-0.091,0.053,7506594.0,9564987.0,15300000,29155284.0,True
ECOx,ECOX,0.18,0.0,-0.141,-0.047,-0.27699999999999997,94129.0,165506219.0,1000000000,29106039.0,False
cBAT,CBAT,0.11,-0.011000000000000001,-0.033,-0.11800000000000001,0.034,634357.0,6953363357.0,6950000000,29040562.0,False
Pirate Chain,ARRR,0.15,0.0,-0.013999999999999999,-0.022000000000000002,-0.065,46535.0,196213798.0,200000000,28953449.0,False
JPEG'd,JPEG,0.11,0.002,-0.048,-0.099,-0.018000000000000002,271812.0,50941948221.0,69400000000,28944578.0,False
CargoX,CXO,0.17,-0.017,0.02,-0.036000000000000004,-0.06,106536.0,167160148.0,215000000,28905142.0,False
Electroneum,ETN,0.11,0.0,0.022000000000000002,-0.054000000000000006,-0.141,636747.0,17924015802.0,21000000000,28598776.0,False
Pluton,PLU,6.58,0.006,-0.015,-0.037000000000000005,0.245,240631.0,4350183.0,20000000,28539212.0,True
INSTAR,INSTAR,0.01,0.233,-0.363,-0.461,-0.594,4186.0,0.0,300000000,51416115.0,False
CHEQD Network,CHEQ,0.08,0.003,0.035,0.821,1.5659999999999998,552921.0,374647789.0,1120000000,28226142.0,False
Clover Finance,CLV,0.04,0.005,-0.048,-0.062,0.18100000000000002,3491972.0,741993651.0,1000000000,28127479.0,False
SafeMoon,SFM,0.11,0.011000000000000001,-0.077,-0.182,-0.708,33129.0,557254914092.0,327000000,27955569.0,False
Altered State Machine,ASTO,0.04,-0.016,-0.02,0.33799999999999997,1.663,1056968.0,732269679.0,2380000000,27878360.0,False
BitShares,BTS,0.01,-0.003,-0.038,-0.094,0.046,1420676.0,2710195992.0,3000000000,27854079.0,False
KOGE,KOGE,8.08,0.0,-0.07200000000000001,-0.055,0.07200000000000001,199.0,3388229.0,3390000,27362485.0,True
Forta,FORT,0.12,0.002,-0.04,-0.03,0.27899999999999997,300661.0,235867680.0,1000000000,27350328.0,False
Milady Meme Coin,LADYS,0.11,-0.004,-0.051,-0.10800000000000001,-0.109,2503712.0,888000888000888.0,327000000,27323082.0,False
Contentos,COS,0.01,-0.001,-0.061,-0.066,0.159,2821107.0,5114004014.0,9900000000,26999040.0,False
Neurai,XNA,0.11,0.023,0.2,2.414,3.102,1624557.0,9665664736.0,9670000000,26900046.0,False
REI Network,REI,0.03,0.001,-0.04,-0.052000000000000005,0.086,2052940.0,965885382.0,1000000000,26783418.0,False
LTO Network,LTO,0.06,0.0,-0.05,-0.10400000000000001,0.106,1026212.0,421776984.0,422000000,26782827.0,False
TokenPocket Token,TPT,0.01,-0.002,-0.022000000000000002,0.01,0.06,75393.0,3466457401.0,5900000000,26633167.0,False
Frontier,FRONT,0.3,0.013000000000000001,-0.027000000000000003,-0.10099999999999999,0.09,11804461.0,87456250.0,90000000,26606710.0,True
AVA,AVA,0.5,-0.002,-0.057,-0.071,0.109,1355907.0,52745870.0,62100000,26541917.0,True
Rich Quack,QUACK,0.11,0.009000000000000001,-0.031,-0.08199999999999999,0.23800000000000002,971068.0,4.38963831995257e+16,327000000,26368367.0,False
Dopex,DPX,96.3,-0.004,-0.018000000000000002,-0.111,0.17300000000000001,410437.0,273284.0,327000000,26245574.0,True
Metacade,MCADE,0.01,-0.04,0.005,0.991,1.5019999999999998,628746.0,1843294819.0,2000000000,26123035.0,False
TOKPIE,TKP,0.33,0.0,-0.004,0.08900000000000001,0.33,32903.0,79293847.0,100000000,26115970.0,True
Hydranet,HDN,0.16,0.008,0.157,0.37799999999999995,0.888,663056.0,160640931.0,300000000,26028478.0,False
Epik Prime,EPIK,0.03,-0.016,0.3,0.9259999999999999,5.0889999999999995,1045179.0,938567307.0,2000000000,25739788.0,False
WAGMI Games,WAGMIGAMES,0.11,0.008,-0.045,0.337,0.9,1177712.0,1802103978001.0,327000000,25639618.0,False
Samoyedcoin,SAMO,0.01,-0.006999999999999999,-0.031,-0.263,0.78,1167200.0,4071606174.0,4750000000,25599049.0,False
Cudos,CUDOS,0.11,0.013999999999999999,0.059000000000000004,0.371,0.857,431581.0,6516407553.0,9080000000,25540783.0,False
MELD,MELD,0.01,0.0,0.002,0.03,0.141,1455997.0,2157375490.0,4000000000,25445276.0,False
Instadapp,INST,1.41,-0.003,0.009000000000000001,-0.006999999999999999,0.165,120604.0,17946350.0,100000000,25376265.0,True
BitMart,BMX,0.14,0.003,-0.005,0.076,0.266,2010633.0,176130087.0,886000000,25319526.0,False
Astroport,ASTRO,0.06,-0.003,0.003,-0.106,3.377,165978.0,406071317.0,1100000000,25225329.0,False
ParaSwap,PSP,0.03,0.005,-0.016,-0.004,0.405,160764.0,756331048.0,2000000000,25190053.0,False
Frax Price Index Share,FPIS,1.05,0.001,-0.065,0.096,-0.064,298917.0,23941144.0,100000000,25102225.0,True
Qredo,QRDO,0.04,0.001,-0.002,0.002,0.243,833567.0,627271396.0,1620000000,25026061.0,False
xExchange,MEX,0.11,-0.003,-0.011000000000000001,-0.105,0.475,81121.0,3910174472786.0,327000000,24994192.0,False
Enjinstarter,EJS,0.01,-0.004,-0.091,-0.145,0.904,344375.0,3827762989.0,4940000000,24936681.0,False
Adshares,ADS,0.64,-0.001,-0.03,-0.126,0.336,63276.0,38751952.0,38800000,24878213.0,True
League of Kingdoms,LOKA,0.22,-0.002,-0.07200000000000001,-0.159,0.141,3926297.0,114916312.0,196000000,24782341.0,False
ViciCoin,VCNT,9.44,-0.001,-0.017,-0.006999999999999999,0.138,209162.0,2612665.0,10000000,24583315.0,True
XSGD,XSGD,0.74,0.002,-0.005,0.003,0.019,10037073.0,33098661.0,33100000,24561088.0,True
FC Barcelona Fan Token,BAR,2.19,0.0,-0.048,-0.046,0.048,1368456.0,11178886.0,40000000,24487778.0,True
Paris Saint-Germain Fan Token,PSG,2.99,-0.001,-0.05,-0.038,0.051,1743055.0,8174271.0,19900000,24435032.0,True
Alephium,ALPH,0.45,0.038,0.14800000000000002,1.069,1.558,561093.0,54447307.0,188000000,24415447.0,True
Planet IX,IXT,0.24,-0.003,-0.061,-0.299,2.113,283633.0,101610267.0,153000000,24320953.0,False
Big Time,BIGTIME,0.16,0.009000000000000001,-0.002,-0.275,0.08800000000000001,18041844.0,152500000.0,5000000000,24322823.0,False
Sai,SAI,8.87,-0.006,-0.017,-0.094,0.033,108.0,2725413.0,2730000,24312721.0,True
Wing Finance,WING,6.31,0.005,-0.075,-0.057999999999999996,0.11900000000000001,3963505.0,3818035.0,4940000,24176831.0,True
AQTIS,AQTIS,0.01,-0.026000000000000002,0.1,-0.121,3.1289999999999996,162427.0,1994990000.0,3000000000,23966575.0,False
Taboo,TABOO,0.11,-0.006,-0.006999999999999999,-0.14400000000000002,1.515,1096535.0,9782678080.0,9780000000,23949830.0,False
APX,APX,0.05,-0.009000000000000001,0.061,0.124,0.43200000000000005,1465905.0,434585698.0,4019999999,23928404.0,False
TROY,TROY,0.11,0.005,-0.085,-0.127,0.043,1832490.0,9750000000.0,10000000000,23785365.0,False
Cornucopias,COPI,0.03,-0.002,-0.037000000000000005,-0.08800000000000001,0.14800000000000002,131750.0,818386888.0,3840000000,23717750.0,False
MOON (Ordinals),MOON,0.24,0.0,0.001,0.0,-0.008,13735.0,100000000.0,100000000,23707874.0,False
Elastos,ELA,1.11,0.009000000000000001,-0.021,-0.045,-0.11800000000000001,421829.0,21364395.0,327000000,23622592.0,True
Alpaca Finance,ALPACA,0.16,0.002,-0.05,-0.12,-0.054000000000000006,3455630.0,150341820.0,150000000,23587139.0,False
Revest Finance,RVST,0.29,-0.114,0.41700000000000004,0.336,2.318,1089192.0,80403241.0,100000000,23556665.0,False
Stader,SD,0.72,0.001,0.004,-0.064,0.265,993021.0,32433878.0,150000000,23493424.0,True
Metahero,HERO,0.11,-0.01,-0.193,-0.16699999999999998,0.203,1851768.0,7866213223.0,9770000000,23476750.0,False
Opulous,OPUL,0.09,-0.005,-0.023,0.07400000000000001,0.804,932659.0,259282432.0,500000000,23442115.0,False
Hegic,HEGIC,0.02,0.048,0.319,0.35200000000000004,0.679,589456.0,1077684725.0,1080000000,23256825.0,False
Lybra,LBR,1.24,-0.006,0.063,-0.141,0.313,2044864.0,18808594.0,45400000,23188157.0,True
Poollotto.finance,PLT,1.55,-0.001,-0.1,0.059000000000000004,-0.098,1658.0,14969975.0,19300000,23157465.0,True
Camelot Token,GRAIL,1435.54,0.0,-0.03,-0.15,1.013,1379111.0,16030.0,327000000,23100070.0,True
AirDAO,AMB,0.01,0.006999999999999999,-0.065,-0.153,-0.11599999999999999,3210491.0,3072310854.0,6500000000,23099267.0,False
Across Protocol,ACX,0.08,0.001,0.07,0.247,0.7240000000000001,349135.0,284763336.0,1000000000,23096124.0,False
Vyvo Smart Chain,VSC,0.01,0.002,0.003,-0.01,0.035,608645.0,1876030845.0,20000000000,23046355.0,False
Carbon Browser,CSIX,0.08,-0.011000000000000001,-0.09,0.596,2.838,7680523.0,288257906.0,1000000000,22970181.0,False
RFOX,RFOX,0.01,-0.003,0.01,-0.096,0.21899999999999997,238537.0,1844906338.0,1990000000,22862438.0,False
flexUSD,FLEXUSD,0.14,0.006999999999999999,-0.040999999999999995,-0.075,-0.051,4.43,166350245.0,166000000,22550708.0,False
Onyxcoin,XCN,0.11,0.006,-0.015,-0.034,0.14800000000000002,2143295.0,26673778543.0,48500000000,22408012.0,False
Optimus AI,OPTI,0.22,-0.006,0.126,0.19,1.314,450026.0,100000000.0,100000000,22385276.0,False
Mango,MNGO,0.02,0.003,0.001,-0.18600000000000003,0.17,145546.0,1155193312.0,5000000000,22363501.0,False
Platypus USD,USP,0.5,0.0,-0.011000000000000001,-0.019,0.141,43602.0,65437889.0,65400000,32870940.0,True
Tranchess,CHESS,0.16,0.011000000000000001,-0.068,0.001,0.29600000000000004,12083419.0,138869649.0,300000000,22162398.0,False
GXChain,GXC,0.29,-0.001,-0.051,-0.053,0.001,1230.0,75000000.0,100000000,22057614.0,False
